Sp.Scien.jetz,Sp.Eng.jetz,Sp.Scien.hbw,Sp.Eng.hbw,Match_jetz_birdlife,Order,strategy_3,distance_4,distance_quanti_RES0,distance_quanti_ALL
Abeillia_abeillei,Emerald-chinned-Hummingbird,Abeillia_abeillei,Emerald-chinned-Hummingbird,Abeillia_abeillei,CAPRIMULGIFORMES,resident,resident,0,130.328852494861
Abroscopus_albogularis,Rufous-faced-Warbler,Abroscopus_albogularis,Rufous-faced-Warbler,Abroscopus_albogularis,PASSERIFORMES,resident,resident,0,407.615780815833
Abroscopus_schisticeps,Black-faced-Warbler,Abroscopus_schisticeps,Black-faced-Warbler,Abroscopus_schisticeps,PASSERIFORMES,resident,resident,0,299.769703874779
Abroscopus_superciliaris,Yellow-bellied-Warbler,Abroscopus_superciliaris,Yellow-bellied-Warbler,Abroscopus_superciliaris,PASSERIFORMES,resident,resident,0,612.812083687553
Aburria_aburri,Wattled-Guan,Aburria_aburri,Wattled-Guan,Aburria_aburri,GALLIFORMES,resident,resident,0,259.180476918292
Acanthagenys_rufogularis,Spiny-cheeked-Honeyeater,Acanthagenys_rufogularis,Spiny-cheeked-Honeyeater,Acanthagenys_rufogularis,PASSERIFORMES,resident,resident,0,617.370817062105
Acanthidops_bairdii,Peg-billed-Finch,Acanthidops_bairdi,Peg-billed-Finch,Acanthidops_bairdi,PASSERIFORMES,resident,resident,0,36.525786090428
Acanthisitta_chloris,Rifleman,Acanthisitta_chloris,Rifleman,Acanthisitta_chloris,PASSERIFORMES,resident,resident,0,148.712774999508
Acanthiza_apicalis,Inland-Thornbill,Acanthiza_apicalis,Inland-Thornbill,Acanthiza_apicalis,PASSERIFORMES,resident,resident,0,537.032091337029
Acanthiza_chrysorrhoa,Yellow-rumped-Thornbill,Acanthiza_chrysorrhoa,Yellow-rumped-Thornbill,Acanthiza_chrysorrhoa,PASSERIFORMES,resident,resident,0,596.729545035829
Acanthiza_ewingii,Tasmanian-Thornbill,Acanthiza_ewingii,Tasmanian-Thornbill,Acanthiza_ewingii,PASSERIFORMES,resident,resident,0,78.2861111001693
Acanthiza_inornata,Western-Thornbill,Acanthiza_inornata,Western-Thornbill,Acanthiza_inornata,PASSERIFORMES,resident,resident,0,100.187877730684
Acanthiza_iredalei,Slender-billed-Thornbill,Acanthiza_iredalei,Slender-billed-Thornbill,Acanthiza_iredalei,PASSERIFORMES,resident,resident,0,324.222101127151
Acanthiza_katherina,Mountain-Thornbill,Acanthiza_katherina,Mountain-Thornbill,Acanthiza_katherina,PASSERIFORMES,resident,resident,0,65.6169649863262
Acanthiza_lineata,Striated-Thornbill,Acanthiza_lineata,Striated-Thornbill,Acanthiza_lineata,PASSERIFORMES,resident,resident,0,279.066045269639
Acanthiza_murina,Papuan-Thornbill,Acanthiza_murina,Papuan-Thornbill,Acanthiza_murina,PASSERIFORMES,resident,resident,0,123.548301615196
Acanthiza_nana,Yellow-Thornbill,Acanthiza_nana,Yellow-Thornbill,Acanthiza_nana,PASSERIFORMES,resident,resident,0,368.10639275856
Acanthiza_pusilla,Brown-Thornbill,Acanthiza_pusilla,Brown-Thornbill,Acanthiza_pusilla,PASSERIFORMES,resident,resident,0,306.554760738351
Acanthiza_reguloides,Buff-rumped-Thornbill,Acanthiza_reguloides,Buff-rumped-Thornbill,Acanthiza_reguloides,PASSERIFORMES,resident,resident,0,356.235055925764
Acanthiza_robustirostris,Slaty-backed-Thornbill,Acanthiza_robustirostris,Slaty-backed-Thornbill,Acanthiza_robustirostris,PASSERIFORMES,resident,resident,0,382.319873280828
Acanthiza_uropygialis,Chestnut-rumped-Thornbill,Acanthiza_uropygialis,Chestnut-rumped-Thornbill,Acanthiza_uropygialis,PASSERIFORMES,resident,resident,0,560.807678187927
Acanthorhynchus_superciliosus,Western-Spinebill,Acanthorhynchus_superciliosus,Western-Spinebill,Acanthorhynchus_superciliosus,PASSERIFORMES,resident,resident,0,122.23265118139
Acanthorhynchus_tenuirostris,Eastern-Spinebill,Acanthorhynchus_tenuirostris,Eastern-Spinebill,Acanthorhynchus_tenuirostris,PASSERIFORMES,resident,resident,0,314.448556513613
Acanthornis_magna,Scrubtit,Acanthornis_magna,Scrubtit,Acanthornis_magna,PASSERIFORMES,resident,resident,0,67.9688737403207
Accipiter_albogularis,Pied-Goshawk,Accipiter_albogularis,Pied-Goshawk,Accipiter_albogularis,ACCIPITRIFORMES,resident,resident,0,129.033244971787
Accipiter_badius,Shikra,Accipiter_badius,Shikra,Accipiter_badius,ACCIPITRIFORMES,partial_mig,variable,2360.33863342629,2360.33863342629
Accipiter_bicolor,Bicoloured-Hawk,Accipiter_bicolor,Bicolored-Hawk,Accipiter_bicolor,ACCIPITRIFORMES,resident,resident,0,1037.23993714552
Accipiter_brachyurus,New-Britain-Sparrowhawk,Accipiter_brachyurus,New-Britain-Sparrowhawk,Accipiter_brachyurus,ACCIPITRIFORMES,resident,resident,0,66.4811873421631
Accipiter_brevipes,Levant-Sparrowhawk,Accipiter_brevipes,Levant-Sparrowhawk,Accipiter_brevipes,ACCIPITRIFORMES,strict_mig,long,3284.87688912783,3284.87688912783
Accipiter_butleri,Nicobar-Sparrowhawk,Accipiter_butleri,Nicobar-Sparrowhawk,Accipiter_butleri,ACCIPITRIFORMES,resident,resident,0,18.3731358771947
Accipiter_castanilius,Chestnut-flanked-Sparrowhawk,Accipiter_castanilius,Chestnut-flanked-Sparrowhawk,Accipiter_castanilius,ACCIPITRIFORMES,resident,resident,0,397.950207699598
Accipiter_chilensis,Chilean-Hawk,Accipiter_bicolor,Bicolored-Hawk,Accipiter_bicolor,ACCIPITRIFORMES,resident,resident,0,1037.23993714552
Accipiter_chionogaster,White-breasted-Hawk,Accipiter_striatus,Sharp-shinned-Hawk,Accipiter_striatus,ACCIPITRIFORMES,partial_mig,variable,2003.12963822652,2003.12963822652
Accipiter_cirrocephalus,Collared-Sparrowhawk,Accipiter_cirrocephalus,Collared-Sparrowhawk,Accipiter_cirrocephalus,ACCIPITRIFORMES,resident,resident,0,808.440798353255
Accipiter_collaris,Semicollared-Hawk,Accipiter_collaris,Semi-collared-Hawk,Accipiter_collaris,ACCIPITRIFORMES,resident,resident,0,221.93316554285
Accipiter_cooperii,Coopers-Hawk,Accipiter_cooperii,Coopers-Hawk,Accipiter_cooperii,ACCIPITRIFORMES,partial_mig,variable,1168.84152820243,1168.84152820243
Accipiter_erythrauchen,Rufous-necked-Sparrowhawk,Accipiter_erythrauchen,Rufous-necked-Sparrowhawk,Accipiter_erythrauchen,ACCIPITRIFORMES,resident,resident,0,104.593965092271
Accipiter_erythronemius,Rufous-thighed-Hawk,Accipiter_striatus,Sharp-shinned-Hawk,Accipiter_striatus,ACCIPITRIFORMES,partial_mig,variable,2003.12963822652,2003.12963822652
Accipiter_erythropus,Red-thighed-Sparrowhawk,Accipiter_erythropus,Red-legged-Sparrowhawk,Accipiter_erythropus,ACCIPITRIFORMES,resident,resident,0,560.88511251214
Accipiter_fasciatus,Brown-Goshawk,Accipiter_fasciatus,Brown-Goshawk,Accipiter_fasciatus,ACCIPITRIFORMES,resident,resident,0,770.94186601503
Accipiter_francesiae,Francess-Sparrowhawk,Accipiter_francesiae,Francess-Sparrowhawk,Accipiter_francesiae,ACCIPITRIFORMES,resident,resident,0,209.296138317989
Accipiter_gentilis,Northern-Goshawk,Accipiter_gentilis,Northern-Goshawk,Accipiter_gentilis,ACCIPITRIFORMES,partial_mig,short,2094.96121674578,2094.96121674578
Accipiter_griseiceps,Sulawesi-Goshawk,Accipiter_griseiceps,Sulawesi-Goshawk,Accipiter_griseiceps,ACCIPITRIFORMES,resident,resident,0,144.444198897442
Accipiter_gularis,Japanese-Sparrowhawk,Accipiter_gularis,Japanese-Sparrowhawk,Accipiter_gularis,ACCIPITRIFORMES,strict_mig,long,2689.84702062088,2689.84702062088
Accipiter_gundlachi,Gundlachs-Hawk,Accipiter_gundlachi,Gundlachs-Hawk,Accipiter_gundlachi,ACCIPITRIFORMES,resident,resident,0,50.751537051449
Accipiter_haplochrous,White-bellied-Goshawk,Accipiter_haplochrous,White-bellied-Goshawk,Accipiter_haplochrous,ACCIPITRIFORMES,resident,resident,0,40.7338735263202
Accipiter_henicogrammus,Moluccan-Goshawk,Accipiter_henicogrammus,Moluccan-Goshawk,Accipiter_henicogrammus,ACCIPITRIFORMES,resident,resident,0,58.3170075157453
Accipiter_henstii,Hensts-Goshawk,Accipiter_henstii,Hensts-Goshawk,Accipiter_henstii,ACCIPITRIFORMES,resident,resident,0,204.291391131137
Accipiter_imitator,Imitator-Sparrowhawk,Accipiter_imitator,Imitator-Goshawk,Accipiter_imitator,ACCIPITRIFORMES,resident,resident,0,55.268894170117
Accipiter_luteoschistaceus,Slaty-mantled-Sparrowhawk,Accipiter_luteoschistaceus,Slaty-backed-Goshawk,Accipiter_luteoschistaceus,ACCIPITRIFORMES,resident,resident,0,66.4752606505754
Accipiter_madagascariensis,Madagascar-Sparrowhawk,Accipiter_madagascariensis,Madagascar-Sparrowhawk,Accipiter_madagascariensis,ACCIPITRIFORMES,resident,resident,0,209.374021710163
Accipiter_melanochlamys,Black-mantled-Goshawk,Accipiter_melanochlamys,Black-mantled-Goshawk,Accipiter_melanochlamys,ACCIPITRIFORMES,resident,resident,0,148.69349782013
Accipiter_melanoleucus,Black-Goshawk,Accipiter_melanoleucus,Black-Sparrowhawk,Accipiter_melanoleucus,ACCIPITRIFORMES,resident,resident,0,943.059086065463
Accipiter_meyerianus,Meyers-Goshawk,Accipiter_meyerianus,Meyers-Goshawk,Accipiter_meyerianus,ACCIPITRIFORMES,resident,resident,0,309.929621730142
Accipiter_minullus,Little-Sparrowhawk,Accipiter_minullus,Little-Sparrowhawk,Accipiter_minullus,ACCIPITRIFORMES,resident,resident,0,724.778080124641
Accipiter_nanus,Small-Sparrowhawk,Accipiter_nanus,Dwarf-Sparrowhawk,Accipiter_nanus,ACCIPITRIFORMES,resident,resident,0,124.206049844235
Accipiter_nisus,Eurasian-Sparrowhawk,Accipiter_nisus,Eurasian-Sparrowhawk,Accipiter_nisus,ACCIPITRIFORMES,partial_mig,variable,2989.56519493249,2989.56519493249
Accipiter_novaehollandiae,Grey-Goshawk,Accipiter_novaehollandiae,Grey-Goshawk,Accipiter_novaehollandiae,ACCIPITRIFORMES,resident,resident,0,454.730834718936
Accipiter_ovampensis,Ovampo-Sparrowhawk,Accipiter_ovampensis,Ovambo-Sparrowhawk,Accipiter_ovampensis,ACCIPITRIFORMES,resident,resident,0,767.500277712099
Accipiter_poliocephalus,Grey-headed-Goshawk,Accipiter_poliocephalus,Grey-headed-Goshawk,Accipiter_poliocephalus,ACCIPITRIFORMES,resident,resident,0,277.109215835175
Accipiter_poliogaster,Gray-bellied-Hawk,Accipiter_poliogaster,Grey-bellied-Goshawk,Accipiter_poliogaster,ACCIPITRIFORMES,partial_mig,variable,2026.64821910941,2026.64821910941
Accipiter_princeps,New-Britain-Goshawk,Accipiter_princeps,New-Britain-Goshawk,Accipiter_princeps,ACCIPITRIFORMES,resident,resident,0,41.3026210501248
Accipiter_rhodogaster,Vinous-breasted-Sparrowhawk,Accipiter_rhodogaster,Vinous-breasted-Sparrowhawk,Accipiter_rhodogaster,ACCIPITRIFORMES,resident,resident,0,152.022721679174
Accipiter_rufitorques,Fiji-Goshawk,Accipiter_rufitorques,Fiji-Goshawk,Accipiter_rufitorques,ACCIPITRIFORMES,resident,resident,0,58.0810738619627
Accipiter_rufiventris,Rufous-chested-Sparrowhawk,Accipiter_rufiventris,Rufous-breasted-Sparrowhawk,Accipiter_rufiventris,ACCIPITRIFORMES,resident,resident,0,396.453440699881
Accipiter_soloensis,Chinese-Goshawk,Accipiter_soloensis,Chinese-Sparrowhawk,Accipiter_soloensis,ACCIPITRIFORMES,strict_mig,long,2398.51986821228,2398.51986821228
Accipiter_striatus,Sharp-shinned-Hawk,Accipiter_striatus,Sharp-shinned-Hawk,Accipiter_striatus,ACCIPITRIFORMES,partial_mig,variable,2003.12963822652,2003.12963822652
Accipiter_superciliosus,Tiny-Hawk,Accipiter_superciliosus,Tiny-Hawk,Accipiter_superciliosus,ACCIPITRIFORMES,resident,resident,0,783.8579078503
Accipiter_tachiro,African-Goshawk,Accipiter_tachiro,African-Goshawk,Accipiter_tachiro,ACCIPITRIFORMES,resident,resident,0,612.754118084541
Accipiter_toussenelii,Red-chested-Goshawk,Accipiter_toussenelii,Red-chested-Goshawk,Accipiter_toussenelii,ACCIPITRIFORMES,resident,resident,0,625.046419483626
Accipiter_trinotatus,Spot-tailed-Goshawk,Accipiter_trinotatus,Spot-tailed-Goshawk,Accipiter_trinotatus,ACCIPITRIFORMES,resident,resident,0,140.921560606222
Accipiter_trivirgatus,Crested-Goshawk,Accipiter_trivirgatus,Crested-Goshawk,Accipiter_trivirgatus,ACCIPITRIFORMES,resident,resident,0,735.722906508283
Accipiter_ventralis,Plain-breasted-Hawk,Accipiter_striatus,Sharp-shinned-Hawk,Accipiter_striatus,ACCIPITRIFORMES,partial_mig,variable,2003.12963822652,2003.12963822652
Accipiter_virgatus,Besra,Accipiter_virgatus,Besra,Accipiter_virgatus,ACCIPITRIFORMES,resident,resident,0,704.817273653513
Aceros_cassidix,Knobbed-Hornbill,Rhyticeros_cassidix,Knobbed-Hornbill,Rhyticeros_cassidix,BUCEROTIFORMES,resident,resident,0,148.776843145535
Aceros_comatus,White-crowned-Hornbill,Berenicornis_comatus,White-crowned-Hornbill,Berenicornis_comatus,BUCEROTIFORMES,resident,resident,0,370.967651212167
Aceros_corrugatus,Wrinkled-Hornbill,Rhabdotorrhinus_corrugatus,Wrinkled-Hornbill,Rhabdotorrhinus_corrugatus,BUCEROTIFORMES,resident,resident,0,348.060905388056
Aceros_everetti,Sumba-Hornbill,Rhyticeros_everetti,Sumba-Hornbill,Rhyticeros_everetti,BUCEROTIFORMES,resident,resident,0,36.5848854354388
Aceros_leucocephalus,Writhed-Hornbill,Rhabdotorrhinus_leucocephalus,Writhed-Hornbill,Rhabdotorrhinus_leucocephalus,BUCEROTIFORMES,resident,resident,0,93.7858281754865
Aceros_narcondami,Narcondam-Hornbill,Rhyticeros_narcondami,Narcondam-Hornbill,Rhyticeros_narcondami,BUCEROTIFORMES,resident,resident,0,0
Aceros_nipalensis,Rufous-necked-Hornbill,Aceros_nipalensis,Rufous-necked-Hornbill,Aceros_nipalensis,BUCEROTIFORMES,resident,resident,0,208.151647760717
Aceros_plicatus,Papuan-Hornbill,Rhyticeros_plicatus,Papuan-Hornbill,Rhyticeros_plicatus,BUCEROTIFORMES,resident,resident,0,352.037060507215
Aceros_subruficollis,Plain-pouched-Hornbill,Rhyticeros_subruficollis,Plain-pouched-Hornbill,Rhyticeros_subruficollis,BUCEROTIFORMES,resident,resident,0,122.84582382979
Aceros_undulatus,Wreathed-Hornbill,Rhyticeros_undulatus,Wreathed-Hornbill,Rhyticeros_undulatus,BUCEROTIFORMES,resident,resident,0,567.936849502693
Aceros_waldeni,Rufous-headed-Hornbill,Rhabdotorrhinus_waldeni,Rufous-headed-Hornbill,Rhabdotorrhinus_waldeni,BUCEROTIFORMES,resident,resident,0,36.8720224544067
Achaetops_pycnopygius,Rockrunner,Achaetops_pycnopygius,Rockrunner,Achaetops_pycnopygius,PASSERIFORMES,resident,resident,0,209.92626467003
Acridotheres_albocinctus,Collared-Myna,Acridotheres_albocinctus,Collared-Myna,Acridotheres_albocinctus,PASSERIFORMES,resident,resident,0,100.145278299961
Acridotheres_cinereus,Pale-bellied-Myna,Acridotheres_cinereus,Pale-bellied-Myna,Acridotheres_cinereus,PASSERIFORMES,resident,resident,0,66.3583586263575
Acridotheres_cristatellus,Crested-Myna,Acridotheres_cristatellus,Crested-Myna,Acridotheres_cristatellus,PASSERIFORMES,resident,resident,0,480.849260087116
Acridotheres_fuscus,Jungle-Myna,Acridotheres_fuscus,Jungle-Myna,Acridotheres_fuscus,PASSERIFORMES,resident,resident,0,510.035639352366
Acridotheres_ginginianus,Bank-Myna,Acridotheres_ginginianus,Bank-Myna,Acridotheres_ginginianus,PASSERIFORMES,resident,resident,0,349.221120498117
Acridotheres_grandis,White-vented-Myna,Acridotheres_grandis,Great-Myna,Acridotheres_grandis,PASSERIFORMES,resident,resident,0,364.651374710374
Acridotheres_tristis,Common-Myna,Acridotheres_tristis,Common-Myna,Acridotheres_tristis,PASSERIFORMES,resident,resident,0,987.997605051077
Acrobatornis_fonsecai,Pink-legged-Graveteiro,Acrobatornis_fonsecai,Pink-legged-Graveteiro,Acrobatornis_fonsecai,PASSERIFORMES,resident,resident,0,18.4421054917766
Acrocephalus_aedon,Thick-billed-Warbler,Acrocephalus_aedon,Thick-billed-Warbler,Acrocephalus_aedon,PASSERIFORMES,strict_mig,variable,3037.58655577218,3037.58655577218
Acrocephalus_aequinoctialis,Kiritimati-Reed-warbler,Acrocephalus_aequinoctialis,Kiritimati-Reed-warbler,Acrocephalus_aequinoctialis,PASSERIFORMES,resident,resident,0,18.4292234586583
Acrocephalus_agricola,Paddyfield-Warbler,Acrocephalus_agricola,Paddyfield-Warbler,Acrocephalus_agricola,PASSERIFORMES,strict_mig,variable,2127.92881362418,2127.92881362418
Acrocephalus_arundinaceus,Great-Reed-warbler,Acrocephalus_arundinaceus,Great-Reed-warbler,Acrocephalus_arundinaceus,PASSERIFORMES,strict_mig,long,4849.74758533936,4849.74758533936
Acrocephalus_atyphus,Tuamotu-Reed-warbler,Acrocephalus_atyphus,Tuamotu-Reed-warbler,Acrocephalus_atyphus,PASSERIFORMES,resident,resident,0,108.309338441271
Acrocephalus_australis,Australian-Reed-warbler,Acrocephalus_australis,Australian-Reed-warbler,Acrocephalus_australis,PASSERIFORMES,resident,resident,0,545.690712966984
Acrocephalus_baeticatus,African-Reed-Warbler,Acrocephalus_baeticatus,African-Reed-warbler,NA,PASSERIFORMES,resident,resident,NA,NA
Acrocephalus_bistrigiceps,Black-browed-Reed-warbler,Acrocephalus_bistrigiceps,Black-browed-Reed-warbler,Acrocephalus_bistrigiceps,PASSERIFORMES,strict_mig,variable,2620.86024066598,2620.86024066598
Acrocephalus_brevipennis,Cape-Verde-Warbler,Acrocephalus_brevipennis,Cape-Verde-Swamp-warbler,Acrocephalus_brevipennis,PASSERIFORMES,resident,resident,0,18.441343359871
Acrocephalus_caffer,Tahiti-Reed-warbler,Acrocephalus_caffer,Tahiti-Reed-warbler,Acrocephalus_caffer,PASSERIFORMES,resident,resident,0,17.6689792583963
Acrocephalus_concinens,Blunt-winged-Warbler,Acrocephalus_concinens,Blunt-winged-Warbler,Acrocephalus_concinens,PASSERIFORMES,partial_mig,short,1830.63310268058,1830.63310268058
Acrocephalus_dumetorum,Blyths-Reed-warbler,Acrocephalus_dumetorum,Blyths-Reed-warbler,Acrocephalus_dumetorum,PASSERIFORMES,strict_mig,long,3199.54940838699,3199.54940838699
Acrocephalus_familiaris,Millerbird,Acrocephalus_familiaris,Millerbird,Acrocephalus_familiaris,PASSERIFORMES,resident,resident,0,0
Acrocephalus_gracilirostris,Lesser-Swamp-warbler,Acrocephalus_gracilirostris,Lesser-Swamp-warbler,Acrocephalus_gracilirostris,PASSERIFORMES,resident,resident,0,689.230778480513
Acrocephalus_griseldis,Basra-Reed-warbler,Acrocephalus_griseldis,Basra-Reed-warbler,Acrocephalus_griseldis,PASSERIFORMES,strict_mig,long,3711.63957213638,3711.63957213638
Acrocephalus_kerearako,Cook-Islands-Reed-warbler,Acrocephalus_kerearako,Cook-Reed-warbler,Acrocephalus_kerearako,PASSERIFORMES,resident,resident,0,0
Acrocephalus_luscinius,Nightingale-Reed-warbler,Acrocephalus_luscinius,Nightingale-Reed-warbler,Acrocephalus_luscinius,PASSERIFORMES,resident,resident,0,17.8955945895598
Acrocephalus_melanopogon,Moustached-Warbler,Acrocephalus_melanopogon,Moustached-Warbler,Acrocephalus_melanopogon,PASSERIFORMES,partial_mig,short,1298.74852968735,1298.74852968735
Acrocephalus_mendanae,Marquesan-Reed-warbler,Acrocephalus_mendanae,Marquesan-Reed-warbler,Acrocephalus_mendanae,PASSERIFORMES,resident,resident,0,25.9967432255947
Acrocephalus_newtoni,Madagascar-Swamp-warbler,Acrocephalus_newtoni,Madagascar-Swamp-warbler,Acrocephalus_newtoni,PASSERIFORMES,resident,resident,0,202.241645453826
Acrocephalus_orinus,Large-billed-Reed-warbler,Acrocephalus_orinus,Large-billed-Reed-warbler,Acrocephalus_orinus,PASSERIFORMES,strict_mig,variable,754.504974030215,754.504974030215
Acrocephalus_paludicola,Aquatic-Warbler,Acrocephalus_paludicola,Aquatic-Warbler,Acrocephalus_paludicola,PASSERIFORMES,strict_mig,long,4500.38505235355,4500.38505235355
Acrocephalus_palustris,Marsh-Warbler,Acrocephalus_palustris,Marsh-Warbler,Acrocephalus_palustris,PASSERIFORMES,strict_mig,long,6943.39949497272,6943.39949497272
Acrocephalus_rehsei,Nauru-Reed-warbler,Acrocephalus_rehsei,Nauru-Reed-warbler,Acrocephalus_rehsei,PASSERIFORMES,resident,resident,0,0
Acrocephalus_rimatarae,Rimatara-Reed-warbler,Acrocephalus_rimitarae,Rimatara-Reed-warbler,Acrocephalus_rimatarae,PASSERIFORMES,resident,resident,0,0
Acrocephalus_rodericanus,Rodrigues-Warbler,Acrocephalus_rodericanus,Rodrigues-Brush-warbler,Acrocephalus_rodericanus,PASSERIFORMES,resident,resident,0,0
Acrocephalus_rufescens,Greater-Swamp-warbler,Acrocephalus_rufescens,Greater-Swamp-warbler,Acrocephalus_rufescens,PASSERIFORMES,resident,resident,0,588.854438007803
Acrocephalus_schoenobaenus,Sedge-Warbler,Acrocephalus_schoenobaenus,Sedge-Warbler,Acrocephalus_schoenobaenus,PASSERIFORMES,strict_mig,long,5417.7011891341,5417.7011891341
Acrocephalus_scirpaceus,Eurasian-Reed-warbler,Acrocephalus_scirpaceus,Eurasian-Reed-warbler,Acrocephalus_scirpaceus,PASSERIFORMES,strict_mig,long,4222.12328959601,4222.12328959601
Acrocephalus_sechellensis,Seychelles-Warbler,Acrocephalus_sechellensis,Seychelles-Brush-warbler,Acrocephalus_sechellensis,PASSERIFORMES,resident,resident,0,4.60751400753578
Acrocephalus_sorghophilus,Streaked-Reed-warbler,Acrocephalus_sorghophilus,Streaked-Reed-warbler,NA,PASSERIFORMES,strict_mig,variable,NA,NA
Acrocephalus_stentoreus,Clamorous-Reed-warbler,Acrocephalus_stentoreus,Clamorous-Reed-warbler,Acrocephalus_stentoreus,PASSERIFORMES,partial_mig,short,1704.98243288812,1704.98243288812
Acrocephalus_syrinx,Caroline-Islands-Reed-warbler,Acrocephalus_syrinx,Caroline-Reed-warbler,Acrocephalus_syrinx,PASSERIFORMES,resident,resident,0,26.0570364639781
Acrocephalus_taiti,Henderson-Reed-warbler,Acrocephalus_taiti,Henderson-Reed-warbler,Acrocephalus_taiti,PASSERIFORMES,resident,resident,0,0
Acrocephalus_tangorum,Manchurian-Reed-warbler,Acrocephalus_tangorum,Manchurian-Reed-warbler,Acrocephalus_tangorum,PASSERIFORMES,strict_mig,long,4365.76870822486,4365.76870822486
Acrocephalus_vaughani,Pitcairn-Reed-warbler,Acrocephalus_vaughani,Pitcairn-Reed-warbler,Acrocephalus_vaughani,PASSERIFORMES,resident,resident,0,0
Acropternis_orthonyx,Ocellated-Tapaculo,Acropternis_orthonyx,Ocellated-Tapaculo,Acropternis_orthonyx,PASSERIFORMES,resident,resident,0,144.332885525288
Acryllium_vulturinum,Vulturine-Guineafowl,Acryllium_vulturinum,Vulturine-Guineafowl,Acryllium_vulturinum,GALLIFORMES,resident,resident,0,288.161092304348
Actenoides_bougainvillei,Moustached-Kingfisher,Actenoides_bougainvillei,Bougainville-Moustached-Kingfisher,Actenoides_bougainvillei,CORACIIFORMES,resident,resident,0,26.0789086637723
Actenoides_concretus,Rufous-collared-Kingfisher,Actenoides_concretus,Rufous-collared-Kingfisher,Actenoides_concretus,CORACIIFORMES,resident,resident,0,354.545059609021
Actenoides_hombroni,Blue-capped-Kingfisher,Actenoides_hombroni,Blue-capped-Kingfisher,Actenoides_hombroni,CORACIIFORMES,resident,resident,0,73.7357401173307
Actenoides_lindsayi,Spotted-Kingfisher,Actenoides_lindsayi,Spotted-Kingfisher,Actenoides_lindsayi,CORACIIFORMES,resident,resident,0,128.057037930396
Actenoides_monachus,Green-backed-Kingfisher,Actenoides_monachus,Blue-headed-Kingfisher,Actenoides_monachus,CORACIIFORMES,resident,resident,0,118.29733117739
Actenoides_princeps,Scaly-Kingfisher,Actenoides_princeps,Scaly-breasted-Kingfisher,Actenoides_princeps,CORACIIFORMES,resident,resident,0,118.464776707337
Actinodura_egertoni,Rusty-fronted-Barwing,Actinodura_egertoni,Rusty-fronted-Barwing,Actinodura_egertoni,PASSERIFORMES,resident,resident,0,198.472154187527
Actinodura_morrisoniana,Taiwan-Barwing,Actinodura_morrisoniana,Taiwan-Barwing,Actinodura_morrisoniana,PASSERIFORMES,resident,resident,0,36.9193701095607
Actinodura_nipalensis,Hoary-throated-Barwing,Actinodura_nipalensis,Hoary-throated-Barwing,Actinodura_nipalensis,PASSERIFORMES,resident,resident,0,113.465099426135
Actinodura_ramsayi,Spectacled-Barwing,Actinodura_ramsayi,Spectacled-Barwing,Actinodura_ramsayi,PASSERIFORMES,resident,resident,0,194.45111524526
Actinodura_sodangorum,Black-crowned-Barwing,Actinodura_sodangorum,Black-crowned-Barwing,Actinodura_sodangorum,PASSERIFORMES,resident,resident,0,35.7626342315594
Actinodura_souliei,Streaked-Barwing,Actinodura_souliei,Streaked-Barwing,Actinodura_souliei,PASSERIFORMES,resident,resident,0,115.891022737898
Actinodura_waldeni,Streak-throated-Barwing,Actinodura_waldeni,Streak-throated-Barwing,Actinodura_waldeni,PASSERIFORMES,resident,resident,0,193.52825661632
Actitis_hypoleucos,Common-Sandpiper,Actitis_hypoleucos,Common-Sandpiper,Actitis_hypoleucos,CHARADRIIFORMES,strict_mig,long,4825.59460284028,4825.59460284028
Actitis_macularius,Spotted-Sandpiper,Actitis_macularius,Spotted-Sandpiper,Actitis_macularius,CHARADRIIFORMES,strict_mig,long,4139.82916653524,4139.82916653524
Actophilornis_africanus,African-Jacana,Actophilornis_africanus,African-Jacana,Actophilornis_africanus,CHARADRIIFORMES,resident,resident,0,1072.82486708255
Actophilornis_albinucha,Madagascar-Jacana,Actophilornis_albinucha,Madagascar-Jacana,Actophilornis_albinucha,CHARADRIIFORMES,resident,resident,0,116.439098754548
Adelomyia_melanogenys,Speckled-Hummingbird,Adelomyia_melanogenys,Speckled-Hummingbird,Adelomyia_melanogenys,CAPRIMULGIFORMES,resident,resident,0,400.790614075999
Aechmophorus_clarkii,Clarks-Grebe,Aechmophorus_clarkii,Clarks-Grebe,Aechmophorus_clarkii,PODICIPEDIFORMES,partial_mig,short,943.891809310381,943.891809310381
Aechmophorus_occidentalis,Western-Grebe,Aechmophorus_occidentalis,Western-Grebe,Aechmophorus_occidentalis,PODICIPEDIFORMES,partial_mig,short,1278.7468484339,1278.7468484339
Aegithalos_caudatus,Long-tailed-Tit,Aegithalos_caudatus,Long-tailed-Tit,Aegithalos_caudatus,PASSERIFORMES,resident,resident,0,1315.15928332703
Aegithalos_concinnus,Black-throated-Tit,Aegithalos_concinnus,Black-throated-Tit,Aegithalos_concinnus,PASSERIFORMES,resident,resident,0,508.576085803466
Aegithalos_fuliginosus,White-necklaced-Tit,Aegithalos_fuliginosus,Sooty-Tit,Aegithalos_fuliginosus,PASSERIFORMES,resident,resident,0,143.03987186398
Aegithalos_iouschistos,Black-browed-Tit,Aegithalos_iouschistos,Rufous-fronted-Tit,Aegithalos_iouschistos,PASSERIFORMES,resident,resident,0,185.405698757599
