Sp.Scien.jetz,Sp.Eng.jetz,Sp.Scien.hbw,Sp.Eng.hbw,Match_jetz_birdlife,Order,strategy_3,distance_4,distance_quanti_RES0,distance_quanti_ALL
Platyrinchus_cancrominus,Stub-tailed-Spadebill,Platyrinchus_cancrominus,Stub-tailed-Spadebill,Platyrinchus_cancrominus,PASSERIFORMES,resident,resident,0,214.960510523622
Platyrinchus_coronatus,Golden-crowned-Spadebill,Platyrinchus_coronatus,Golden-crowned-Spadebill,Platyrinchus_coronatus,PASSERIFORMES,resident,resident,0,596.125445488613
Platyrinchus_flavigularis,Yellow-throated-Spadebill,Platyrinchus_flavigularis,Yellow-throated-Spadebill,Platyrinchus_flavigularis,PASSERIFORMES,resident,resident,0,116.488542121543
Platyrinchus_leucoryphus,Russet-winged-Spadebill,Platyrinchus_leucoryphus,Russet-winged-Spadebill,Platyrinchus_leucoryphus,PASSERIFORMES,resident,resident,0,188.620984744569
Platyrinchus_mystaceus,White-throated-Spadebill,Platyrinchus_mystaceus,White-throated-Spadebill,Platyrinchus_mystaceus,PASSERIFORMES,resident,resident,0,718.114564668788
Platyrinchus_platyrhynchos,White-crested-Spadebill,Platyrinchus_platyrhynchos,White-crested-Spadebill,Platyrinchus_platyrhynchos,PASSERIFORMES,resident,resident,0,587.561970664862
Platyrinchus_saturatus,Cinnamon-crested-Spadebill,Platyrinchus_saturatus,Cinnamon-crested-Spadebill,Platyrinchus_saturatus,PASSERIFORMES,resident,resident,0,387.931733738375
Platysmurus_leucopterus,Black-Magpie,Platysmurus_leucopterus,Black-Magpie,Platysmurus_leucopterus,PASSERIFORMES,resident,resident,0,384.605932063341
Platyspiza_crassirostris,Vegetarian-Finch,Platyspiza_crassirostris,Vegetarian-Finch,Platyspiza_crassirostris,PASSERIFORMES,resident,resident,0,37.105936897758
Platysteira_albifrons,White-fronted-Wattle-eye,Platysteira_albifrons,White-fronted-Wattle-eye,Platysteira_albifrons,PASSERIFORMES,resident,resident,0,109.531504034828
Platysteira_blissetti,Red-cheeked-Wattle-eye,Dyaphorophyia_blissetti,Blissetts-Wattle-eye,Platysteira_blissetti,PASSERIFORMES,resident,resident,0,210.121481959692
Platysteira_castanea,Chestnut-Wattle-eye,Dyaphorophyia_castanea,Chestnut-Wattle-eye,Platysteira_castanea,PASSERIFORMES,resident,resident,0,545.000735733295
Platysteira_chalybea,Black-necked-Wattle-eye,Dyaphorophyia_blissetti,Blissetts-Wattle-eye,Platysteira_chalybea,PASSERIFORMES,resident,resident,0,192.896394643427
Platysteira_concreta,Yellow-bellied-Wattle-eye,Dyaphorophyia_concreta,Yellow-bellied-Wattle-eye,Platysteira_concreta,PASSERIFORMES,resident,resident,0,354.903044709528
Platysteira_cyanea,Brown-throated-Wattle-eye,Platysteira_cyanea,Brown-throated-Wattle-eye,Platysteira_cyanea,PASSERIFORMES,resident,resident,0,708.258886054957
Platysteira_jamesoni,Jamesons-Wattle-eye,Dyaphorophyia_blissetti,Blissetts-Wattle-eye,Platysteira_jamesoni,PASSERIFORMES,resident,resident,0,200.260182960541
Platysteira_laticincta,Banded-Wattle-eye,Platysteira_laticincta,Banded-Wattle-eye,Platysteira_laticincta,PASSERIFORMES,resident,resident,0,26.0741180695109
Platysteira_peltata,Black-throated-Wattle-eye,Platysteira_peltata,Black-throated-Wattle-eye,Platysteira_peltata,PASSERIFORMES,resident,resident,0,549.597518547299
Platysteira_tonsa,White-spotted-Wattle-eye,Dyaphorophyia_tonsa,White-spotted-Wattle-eye,Platysteira_tonsa,PASSERIFORMES,resident,resident,0,298.891907145508
Plectorhyncha_lanceolata,Striped-Honeyeater,Plectorhyncha_lanceolata,Striped-Honeyeater,Plectorhyncha_lanceolata,PASSERIFORMES,resident,resident,0,356.063444188312
Plectrophenax_hyperboreus,McKays-Bunting,Plectrophenax_hyperboreus,McKays-Bunting,Plectrophenax_hyperboreus,PASSERIFORMES,strict_mig,short,308.558502323842,308.558502323842
Plectrophenax_nivalis,Snow-Bunting,Plectrophenax_nivalis,Snow-Bunting,Plectrophenax_nivalis,PASSERIFORMES,strict_mig,variable,2166.48808308869,2166.48808308869
Plectropterus_gambensis,Spur-winged-Goose,Plectropterus_gambensis,Spur-winged-Goose,Plectropterus_gambensis,ANSERIFORMES,resident,resident,0,1076.8696411419
Plegadis_chihi,White-faced-Ibis,Plegadis_chihi,White-faced-Ibis,Plegadis_chihi,PELECANIFORMES,partial_mig,short,1919.38384517644,1919.38384517644
Plegadis_falcinellus,Glossy-Ibis,Plegadis_falcinellus,Glossy-Ibis,Plegadis_falcinellus,PELECANIFORMES,partial_mig,variable,2635.55670853231,2635.55670853231
Plegadis_ridgwayi,Puna-Ibis,Plegadis_ridgwayi,Puna-Ibis,Plegadis_ridgwayi,PELECANIFORMES,resident,resident,0,212.61449260409
Plocepasser_donaldsoni,Donaldson-Smiths-Sparrow-weaver,Plocepasser_donaldsoni,Donaldson-Smiths-Sparrow-weaver,Plocepasser_donaldsoni,PASSERIFORMES,resident,resident,0,124.254064970895
Plocepasser_mahali,White-browed-Sparrow-weaver,Plocepasser_mahali,White-browed-Sparrow-weaver,Plocepasser_mahali,PASSERIFORMES,resident,resident,0,551.384464899966
Plocepasser_rufoscapulatus,Chestnut-backed-Sparrow-weaver,Plocepasser_rufoscapulatus,Chestnut-mantled-Sparrow-weaver,Plocepasser_rufoscapulatus,PASSERIFORMES,resident,resident,0,236.208620536797
Plocepasser_superciliosus,Chestnut-crowned-Sparrow-weaver,Plocepasser_superciliosus,Chestnut-crowned-Sparrow-weaver,Plocepasser_superciliosus,PASSERIFORMES,resident,resident,0,582.651495164071
Ploceus_albinucha,Maxwells-Black-Weaver,Ploceus_albinucha,Maxwells-Black-Weaver,Ploceus_albinucha,PASSERIFORMES,resident,resident,0,298.420957142457
Ploceus_alienus,Strange-Weaver,Ploceus_alienus,Strange-Weaver,Ploceus_alienus,PASSERIFORMES,resident,resident,0,82.5193749824363
Ploceus_angolensis,Bar-winged-Weaver,Notiospiza_angolensis,Bar-winged-Weaver,Ploceus_angolensis,PASSERIFORMES,resident,resident,0,187.884817294759
Ploceus_aurantius,Orange-Weaver,Ploceus_aurantius,Orange-Weaver,Ploceus_aurantius,PASSERIFORMES,resident,resident,0,534.975324389226
Ploceus_aureonucha,Golden-naped-Weaver,Ploceus_aureonucha,Golden-naped-Weaver,Ploceus_aureonucha,PASSERIFORMES,resident,resident,0,37.1024441447875
Ploceus_badius,Cinnamon-Weaver,Ploceus_badius,Cinnamon-Weaver,Ploceus_badius,PASSERIFORMES,resident,resident,0,181.985211382063
Ploceus_baglafecht,Baglafecht-Weaver,Ploceus_baglafecht,Baglafecht-Weaver,Ploceus_baglafecht,PASSERIFORMES,resident,resident,0,429.138304790317
Ploceus_bannermani,Bannermans-Weaver,Ploceus_bannermani,Bannermans-Weaver,Ploceus_bannermani,PASSERIFORMES,resident,resident,0,52.1522382089573
Ploceus_batesi,Batess-Weaver,Ploceus_batesi,Batess-Weaver,Ploceus_batesi,PASSERIFORMES,resident,resident,0,74.1218211974303
Ploceus_benghalensis,Black-breasted-Weaver,Ploceus_benghalensis,Black-breasted-Weaver,Ploceus_benghalensis,PASSERIFORMES,resident,resident,0,260.646974763042
Ploceus_bertrandi,Bertrands-Weaver,Ploceus_bertrandi,Bertrams-Weaver,Ploceus_bertrandi,PASSERIFORMES,resident,resident,0,143.712241437698
Ploceus_bicolor,Forest-Weaver,Ploceus_bicolor,Dark-backed-Weaver,Ploceus_bicolor,PASSERIFORMES,resident,resident,0,682.801737301843
Ploceus_bojeri,Golden-Palm-Weaver,Ploceus_bojeri,Golden-Palm-Weaver,Ploceus_bojeri,PASSERIFORMES,resident,resident,0,184.618435138065
Ploceus_burnieri,Kilombero-Weaver,Ploceus_burnieri,Kilombero-Weaver,Ploceus_burnieri,PASSERIFORMES,resident,resident,0,18.3671027304124
Ploceus_capensis,Cape-Weaver,Ploceus_capensis,Cape-Weaver,Ploceus_capensis,PASSERIFORMES,resident,resident,0,232.433502251316
Ploceus_castaneiceps,Taveta-Golden-Weaver,Ploceus_castaneiceps,Taveta-Golden-Weaver,Ploceus_castaneiceps,PASSERIFORMES,resident,resident,0,58.3094926708492
Ploceus_castanops,Northern-Brown-throated-Weaver,Ploceus_castanops,Northern-Brown-throated-Weaver,Ploceus_castanops,PASSERIFORMES,resident,resident,0,130.330658168253
Ploceus_cucullatus,Village-Weaver,Ploceus_cucullatus,Village-Weaver,Ploceus_cucullatus,PASSERIFORMES,resident,resident,0,1022.41873162191
Ploceus_dichrocephalus,Salvadoris-Weaver,Ploceus_dicrocephalus,Juba-Weaver,Ploceus_dichrocephalus,PASSERIFORMES,resident,resident,0,118.436945369392
Ploceus_dorsomaculatus,Yellow-capped-Weaver,Ploceus_dorsomaculatus,Yellow-capped-Weaver,Ploceus_dorsomaculatus,PASSERIFORMES,resident,resident,0,170.56101428909
Ploceus_flavipes,Yellow-legged-Weaver,Ploceus_flavipes,Yellow-legged-Weaver,Ploceus_flavipes,PASSERIFORMES,resident,resident,0,41.2626607153403
Ploceus_galbula,Rueppells-Weaver,Ploceus_galbula,RÃ¼ppells-Weaver,Ploceus_galbula,PASSERIFORMES,resident,resident,0,390.990052103397
Ploceus_golandi,Clarkes-Weaver,Ploceus_golandi,Clarkes-Weaver,Ploceus_golandi,PASSERIFORMES,resident,resident,0,18.4295772292283
Ploceus_grandis,Giant-Weaver,Ploceus_grandis,Giant-Weaver,Ploceus_grandis,PASSERIFORMES,resident,resident,0,18.4290481386533
Ploceus_heuglini,Heuglins-Masked-weaver,Ploceus_heuglini,Heuglins-Masked-Weaver,Ploceus_heuglini,PASSERIFORMES,resident,resident,0,453.716312188244
Ploceus_hypoxanthus,Asian-Golden-Weaver,Ploceus_hypoxanthus,Asian-Golden-Weaver,Ploceus_hypoxanthus,PASSERIFORMES,resident,resident,0,226.475526721379
Ploceus_insignis,Brown-capped-Weaver,Ploceus_insignis,Brown-capped-Weaver,Ploceus_insignis,PASSERIFORMES,resident,resident,0,203.56693374953
Ploceus_intermedius,Lesser-Masked-Weaver,Ploceus_intermedius,Lesser-Masked-Weaver,Ploceus_intermedius,PASSERIFORMES,resident,resident,0,623.822067762886
Ploceus_jacksoni,Golden-backed-Weaver,Ploceus_jacksoni,Golden-backed-Weaver,Ploceus_jacksoni,PASSERIFORMES,resident,resident,0,234.520389683562
Ploceus_katangae,Katanga-Masked-weaver,Ploceus_katangae,Katanga-Masked-Weaver,Ploceus_katangae,PASSERIFORMES,resident,resident,0,82.2428057910384
Ploceus_luteolus,Little-Weaver,Ploceus_luteolus,Little-Weaver,Ploceus_luteolus,PASSERIFORMES,resident,resident,0,595.782414497421
Ploceus_manyar,Streaked-Weaver,Ploceus_manyar,Streaked-Weaver,Ploceus_manyar,PASSERIFORMES,resident,resident,0,636.128162784444
Ploceus_megarhynchus,Yellow-Weaver,Ploceus_megarhynchus,Finns-Weaver,Ploceus_megarhynchus,PASSERIFORMES,resident,resident,0,98.3500087010208
Ploceus_melanocephalus,Black-headed-Weaver,Ploceus_melanocephalus,Black-headed-Weaver,Ploceus_melanocephalus,PASSERIFORMES,resident,resident,0,720.209750326698
Ploceus_melanogaster,Black-billed-Weaver,Ploceus_melanogaster,Black-billed-Weaver,Ploceus_melanogaster,PASSERIFORMES,resident,resident,0,170.321635149201
Ploceus_nelicourvi,Nelicourvi-Weaver,Ploceus_nelicourvi,Nelicourvi-Weaver,Ploceus_nelicourvi,PASSERIFORMES,resident,resident,0,131.003539554346
Ploceus_nicolli,Usambara-Weaver,Ploceus_nicolli,Usambara-Weaver,Ploceus_nicolli,PASSERIFORMES,resident,resident,0,41.1844347536206
Ploceus_nigerrimus,Vieillots-Black-Weaver,Ploceus_nigerrimus,Vieillots-Black-Weaver,Ploceus_nigerrimus,PASSERIFORMES,resident,resident,0,570.005752879283
Ploceus_nigricollis,Black-necked-Weaver,Ploceus_nigricollis,Black-necked-Weaver,Ploceus_nigricollis,PASSERIFORMES,resident,resident,0,741.594244917987
Ploceus_nigrimentus,Black-chinned-Weaver,Ploceus_nigrimentus,Black-chinned-Weaver,Ploceus_nigrimentus,PASSERIFORMES,resident,resident,0,82.5177760280079
Ploceus_ocularis,Spectacled-Weaver,Ploceus_ocularis,Spectacled-Weaver,Ploceus_ocularis,PASSERIFORMES,resident,resident,0,652.150726887236
Ploceus_olivaceiceps,Olive-headed-Weaver,Ploceus_olivaceiceps,Olive-headed-Weaver,Ploceus_olivaceiceps,PASSERIFORMES,resident,resident,0,131.583413827179
Ploceus_pelzelni,Slender-billed-Weaver,Ploceus_pelzelni,Slender-billed-Weaver,Ploceus_pelzelni,PASSERIFORMES,resident,resident,0,369.142590247275
Ploceus_philippinus,Baya-Weaver,Ploceus_philippinus,Baya-Weaver,Ploceus_philippinus,PASSERIFORMES,resident,resident,0,731.637347438819
Ploceus_preussi,Preusss-Weaver,Ploceus_preussi,Preusss-Weaver,Ploceus_preussi,PASSERIFORMES,resident,resident,0,278.915479177335
Ploceus_princeps,Principe-Golden-Weaver,Ploceus_princeps,Principe-Golden-Weaver,Ploceus_princeps,PASSERIFORMES,resident,resident,0,0
Ploceus_reichardi,Tanzania-Masked-weaver,Ploceus_reichardi,Tanganyika-Masked-Weaver,Ploceus_reichardi,PASSERIFORMES,resident,resident,0,58.2336590576552
Ploceus_rubiginosus,Chestnut-Weaver,Ploceus_rubiginosus,Chestnut-Weaver,Ploceus_rubiginosus,PASSERIFORMES,resident,resident,0,384.458330301169
Ploceus_ruweti,Lake-Lufira-Weaver,Ploceus_ruweti,Lufira-Masked-Weaver,Ploceus_ruweti,PASSERIFORMES,resident,resident,0,18.238202001603
Ploceus_sakalava,Sakalava-Weaver,Ploceus_sakalava,Sakalava-Weaver,Ploceus_sakalava,PASSERIFORMES,resident,resident,0,162.254831634108
Ploceus_sanctithomae,Sao-Tome-Weaver,Ploceus_sanctithomae,Sao-Tome-Weaver,Ploceus_sanctithomae,PASSERIFORMES,resident,resident,0,18.4290481386533
Ploceus_spekei,Spekes-Weaver,Ploceus_spekei,Spekes-Weaver,Ploceus_spekei,PASSERIFORMES,resident,resident,0,261.694647141745
Ploceus_spekeoides,Foxs-Weaver,Ploceus_spekeoides,Foxs-Weaver,Ploceus_spekeoides,PASSERIFORMES,resident,resident,0,66.7411543327938
Ploceus_subaureus,African-Golden-Weaver,Ploceus_subaureus,African-Golden-Weaver,Ploceus_subaureus,PASSERIFORMES,resident,resident,0,285.651995493265
Ploceus_subpersonatus,Loango-Weaver,Ploceus_subpersonatus,Loango-Weaver,Ploceus_subpersonatus,PASSERIFORMES,resident,resident,0,76.0151108211286
Ploceus_superciliosus,Compact-Weaver,Pachyphantes_superciliosus,Compact-Weaver,Ploceus_superciliosus,PASSERIFORMES,resident,resident,0,701.302189743151
Ploceus_taeniopterus,Northern-Masked-weaver,Ploceus_taeniopterus,Northern-Masked-Weaver,Ploceus_taeniopterus,PASSERIFORMES,resident,resident,0,263.738910063497
Ploceus_temporalis,Bocages-Weaver,Ploceus_temporalis,Bocages-Weaver,Ploceus_temporalis,PASSERIFORMES,resident,resident,0,112.104394074132
Ploceus_tricolor,Yellow-mantled-Weaver,Ploceus_tricolor,Yellow-mantled-Weaver,Ploceus_tricolor,PASSERIFORMES,resident,resident,0,438.428013235262
Ploceus_velatus,Southern-Masked-weaver,Ploceus_velatus,Southern-Masked-Weaver,Ploceus_velatus,PASSERIFORMES,resident,resident,0,493.277860139438
Ploceus_vitellinus,Vitelline-Masked-weaver,Ploceus_vitellinus,Vitelline-Masked-Weaver,Ploceus_vitellinus,PASSERIFORMES,resident,resident,0,720.676486299566
Ploceus_weynsi,Weynss-Weaver,Ploceus_weynsi,Weynss-Weaver,Ploceus_weynsi,PASSERIFORMES,resident,resident,0,76.0150019784427
Ploceus_xanthops,Holubs-Golden-Weaver,Ploceus_xanthops,Holubs-Golden-Weaver,Ploceus_xanthops,PASSERIFORMES,resident,resident,0,507.677010768793
Ploceus_xanthopterus,Southern-Brown-throated-Weaver,Ploceus_xanthopterus,Southern-Brown-throated-Weaver,Ploceus_xanthopterus,PASSERIFORMES,resident,resident,0,269.814480314849
Pluvialis_apricaria,Eurasian-Golden-Plover,Pluvialis_apricaria,Eurasian-Golden-Plover,Pluvialis_apricaria,CHARADRIIFORMES,strict_mig,long,2176.49794398796,2176.49794398796
Pluvialis_dominica,American-Golden-Plover,Pluvialis_dominica,American-Golden-Plover,Pluvialis_dominica,CHARADRIIFORMES,strict_mig,long,11134.0896509518,11134.0896509518
Pluvialis_fulva,Pacific-Golden-Plover,Pluvialis_fulva,Pacific-Golden-Plover,Pluvialis_fulva,CHARADRIIFORMES,strict_mig,long,6465.68829338344,6465.68829338344
Pluvialis_squatarola,Grey-Plover,Pluvialis_squatarola,Grey-Plover,Pluvialis_squatarola,CHARADRIIFORMES,strict_mig,long,4994.87057529502,4994.87057529502
Pluvianellus_socialis,Magellanic-Plover,Pluvianellus_socialis,Magellanic-Plover,Pluvianellus_socialis,CHARADRIIFORMES,strict_mig,short,246.632022211685,246.632022211685
Pluvianus_aegyptius,Egyptian-Plover,Pluvianus_aegyptius,Egyptian-Plover,Pluvianus_aegyptius,CHARADRIIFORMES,resident,resident,0,698.154877399738
Pnoepyga_albiventer,Scaly-breasted-Wren-babbler,Pnoepyga_albiventer,Scaly-breasted-Wren-babbler,Pnoepyga_albiventer,PASSERIFORMES,resident,resident,0,321.065591292116
Pnoepyga_formosana,Taiwan-Wren-babbler,Pnoepyga_formosana,Taiwan-Wren-babbler,Pnoepyga_formosana,PASSERIFORMES,resident,resident,0,38.8179278006622
Pnoepyga_immaculata,Nepal-Wren-babbler,Pnoepyga_immaculata,Nepal-Wren-babbler,Pnoepyga_immaculata,PASSERIFORMES,resident,resident,0,61.6219343321251
Pnoepyga_pusilla,Pygmy-Wren-babbler,Pnoepyga_pusilla,Pygmy-Wren-babbler,Pnoepyga_pusilla,PASSERIFORMES,resident,resident,0,554.264870440941
Podager_nacunda,Nacunda-Nighthawk,Chordeiles_nacunda,Nacunda-Nighthawk,Chordeiles_nacunda,CAPRIMULGIFORMES,resident,resident,0,883.525196712547
Podargus_ocellatus,Marbled-Frogmouth,Podargus_ocellatus,Marbled-Frogmouth,Podargus_ocellatus,CAPRIMULGIFORMES,resident,resident,0,304.038890844393
Podargus_papuensis,Papuan-Frogmouth,Podargus_papuensis,Papuan-Frogmouth,Podargus_papuensis,CAPRIMULGIFORMES,resident,resident,0,317.016270980296
Podargus_strigoides,Tawny-Frogmouth,Podargus_strigoides,Tawny-Frogmouth,Podargus_strigoides,CAPRIMULGIFORMES,resident,resident,0,705.775645105002
Podica_senegalensis,African-Finfoot,Podica_senegalensis,African-Finfoot,Podica_senegalensis,GRUIFORMES,resident,resident,0,925.281455469233
Podiceps_auritus,Horned-Grebe,Podiceps_auritus,Horned-Grebe,Podiceps_auritus,PODICIPEDIFORMES,strict_mig,variable,1258.63749245841,1258.63749245841
Podiceps_cristatus,Great-Crested-Grebe,Podiceps_cristatus,Great-Crested-Grebe,Podiceps_cristatus,PODICIPEDIFORMES,partial_mig,variable,2548.1801843138,2548.1801843138
Podiceps_gallardoi,Hooded-Grebe,Podiceps_gallardoi,Hooded-Grebe,Podiceps_gallardoi,PODICIPEDIFORMES,strict_mig,short,187.250588882407,187.250588882407
Podiceps_grisegena,Red-necked-Grebe,Podiceps_grisegena,Red-necked-Grebe,Podiceps_grisegena,PODICIPEDIFORMES,strict_mig,variable,1730.0756147224,1730.0756147224
Podiceps_major,Great-Grebe,Podiceps_major,Great-Grebe,Podiceps_major,PODICIPEDIFORMES,resident,resident,0,504.760617587083
Podiceps_nigricollis,Black-necked-Grebe,Podiceps_nigricollis,Black-necked-Grebe,Podiceps_nigricollis,PODICIPEDIFORMES,partial_mig,variable,2006.41026337179,2006.41026337179
Podiceps_occipitalis,Silvery-Grebe,Podiceps_occipitalis,Southern-Silvery-Grebe,Podiceps_occipitalis,PODICIPEDIFORMES,partial_mig,short,800.338202803373,800.338202803373
Podiceps_taczanowskii,Junin-Grebe,Podiceps_taczanowskii,Junin-Grebe,Podiceps_taczanowskii,PODICIPEDIFORMES,resident,resident,0,0
Podilymbus_podiceps,Pied-billed-Grebe,Podilymbus_podiceps,Pied-billed-Grebe,Podilymbus_podiceps,PODICIPEDIFORMES,partial_mig,variable,1921.31154345548,1921.31154345548
Podoces_biddulphi,Xinjiang-Ground-jay,Podoces_biddulphi,Biddulphs-Ground-jay,Podoces_biddulphi,PASSERIFORMES,resident,resident,0,139.816111948643
Podoces_hendersoni,Mongolian-Ground-jay,Podoces_hendersoni,Hendersons-Ground-jay,Podoces_hendersoni,PASSERIFORMES,resident,resident,0,314.434478210526
Podoces_panderi,Turkestan-Ground-jay,Podoces_panderi,Panders-Ground-jay,Podoces_panderi,PASSERIFORMES,resident,resident,0,147.285806301027
Podoces_pleskei,Iranian-Ground-jay,Podoces_pleskei,Pleskes-Ground-jay,Podoces_pleskei,PASSERIFORMES,resident,resident,0,160.539459845958
Poecilodryas_albonotata,Black-throated-Robin,Poecilodryas_albonotata,Black-throated-Robin,Poecilodryas_albonotata,PASSERIFORMES,resident,resident,0,157.982140592412
Poecilodryas_brachyura,Black-chinned-Robin,Poecilodryas_brachyura,Black-chinned-Robin,Poecilodryas_brachyura,PASSERIFORMES,resident,resident,0,144.360186249943
Poecilodryas_cerviniventris,Buff-sided-Robin,Poecilodryas_cerviniventris,Buff-sided-Robin,Poecilodryas_cerviniventris,PASSERIFORMES,resident,resident,0,215.131281418185
Poecilodryas_hypoleuca,Black-sided-Robin,Poecilodryas_hypoleuca,Black-sided-Robin,Poecilodryas_hypoleuca,PASSERIFORMES,resident,resident,0,239.601908624064
Poecilodryas_placens,Olive-yellow-Robin,Poecilodryas_placens,Olive-yellow-Robin,Poecilodryas_placens,PASSERIFORMES,resident,resident,0,75.9982300617533
Poecilodryas_superciliosa,White-browed-Robin,Poecilodryas_superciliosa,White-browed-Robin,Poecilodryas_superciliosa,PASSERIFORMES,resident,resident,0,148.622428375251
Poecilotriccus_albifacies,White-cheeked-Tody-flycatcher,Poecilotriccus_albifacies,White-cheeked-Tody-tyrant,Poecilotriccus_albifacies,PASSERIFORMES,resident,resident,0,36.2349247317687
Poecilotriccus_calopterus,Golden-winged-Tody-flycatcher,Poecilotriccus_calopterus,Golden-winged-Tody-flycatcher,Poecilotriccus_calopterus,PASSERIFORMES,resident,resident,0,118.459113090571
Poecilotriccus_capitalis,Black-and-white-Tody-flycatcher,Poecilotriccus_capitalis,Black-and-white-Tody-tyrant,Poecilotriccus_capitalis,PASSERIFORMES,resident,resident,0,198.664746998815
Poecilotriccus_fumifrons,Smoky-fronted-Tody-flycatcher,Poecilotriccus_fumifrons,Smoky-fronted-Tody-flycatcher,Poecilotriccus_fumifrons,PASSERIFORMES,resident,resident,0,372.744123514057
Poecilotriccus_latirostris,Rusty-fronted-Tody-flycatcher,Poecilotriccus_latirostris,Rusty-fronted-Tody-flycatcher,Poecilotriccus_latirostris,PASSERIFORMES,resident,resident,0,554.506180186685
Poecilotriccus_luluae,Lulus-Tody-flycatcher,Poecilotriccus_luluae,Johnsons-Tody-tyrant,Poecilotriccus_luluae,PASSERIFORMES,resident,resident,0,18.4307890575142
Poecilotriccus_plumbeiceps,Ochre-faced-Tody-flycatcher,Poecilotriccus_plumbeiceps,Ochre-faced-Tody-flycatcher,Poecilotriccus_plumbeiceps,PASSERIFORMES,resident,resident,0,351.147202003353
Poecilotriccus_pulchellus,Black-backed-Tody-flycatcher,Poecilotriccus_pulchellus,Black-backed-Tody-flycatcher,Poecilotriccus_pulchellus,PASSERIFORMES,resident,resident,0,25.8208932419366
Poecilotriccus_ruficeps,Rufous-crowned-Tody-flycatcher,Poecilotriccus_ruficeps,Rufous-crowned-Tody-tyrant,Poecilotriccus_ruficeps,PASSERIFORMES,resident,resident,0,170.364727431703
Poecilotriccus_russatus,Ruddy-Tody-flycatcher,Poecilotriccus_russatus,Ruddy-Tody-flycatcher,Poecilotriccus_russatus,PASSERIFORMES,resident,resident,0,41.3092801102589
Poecilotriccus_senex,Buff-cheeked-Tody-flycatcher,Poecilotriccus_senex,Buff-cheeked-Tody-flycatcher,Poecilotriccus_senex,PASSERIFORMES,resident,resident,0,18.4978852120267
Poecilotriccus_sylvia,Slate-headed-Tody-flycatcher,Poecilotriccus_sylvia,Slate-headed-Tody-flycatcher,Poecilotriccus_sylvia,PASSERIFORMES,resident,resident,0,508.294888675991
Poeoptera_kenricki,Kenricks-Starling,Poeoptera_kenricki,Kenricks-Starling,Poeoptera_kenricki,PASSERIFORMES,resident,resident,0,133.946412145085
Poeoptera_lugubris,Narrow-tailed-Starling,Poeoptera_lugubris,Narrow-tailed-Starling,Poeoptera_lugubris,PASSERIFORMES,resident,resident,0,412.325418946746
Poeoptera_stuhlmanni,Stuhlmanns-Starling,Poeoptera_stuhlmanni,Stuhlmanns-Starling,Poeoptera_stuhlmanni,PASSERIFORMES,resident,resident,0,152.923596271023
Poephila_acuticauda,Long-tailed-Finch,Poephila_acuticauda,Long-tailed-Finch,Poephila_acuticauda,PASSERIFORMES,resident,resident,0,256.036642561642
Poephila_cincta,Black-throated-Finch,Poephila_cincta,Black-throated-Finch,Poephila_cincta,PASSERIFORMES,resident,resident,0,190.385519065612
Poephila_personata,Masked-Finch,Poephila_personata,Masked-Finch,Poephila_personata,PASSERIFORMES,resident,resident,0,294.698566164266
Pogoniulus_atroflavus,Red-rumped-Tinkerbird,Pogoniulus_atroflavus,Red-rumped-Tinkerbird,Pogoniulus_atroflavus,PICIFORMES,resident,resident,0,492.29147966183
Pogoniulus_bilineatus,Yellow-rumped-Tinkerbird,Pogoniulus_bilineatus,Yellow-rumped-Tinkerbird,Pogoniulus_bilineatus,PICIFORMES,resident,resident,0,775.055503388445
Pogoniulus_chrysoconus,Yellow-fronted-Tinkerbird,Pogoniulus_chrysoconus,Yellow-fronted-Tinkerbird,Pogoniulus_chrysoconus,PICIFORMES,resident,resident,0,943.343974956173
Pogoniulus_coryphaeus,Western-Green-tinkerbird,Pogoniulus_coryphaea,Western-Green-Tinkerbird,Pogoniulus_coryphaea,PICIFORMES,resident,resident,0,170.518596619666
Pogoniulus_leucomystax,Moustached-Green-tinkerbird,Pogoniulus_leucomystax,Moustached-Green-Tinkerbird,Pogoniulus_leucomystax,PICIFORMES,resident,resident,0,210.220772414097
Pogoniulus_makawai,White-chested-Tinkerbird,Pogoniulus_makawai,White-chested-Tinkerbird,Pogoniulus_makawai,PICIFORMES,resident,resident,0,18.4380417003162
Pogoniulus_pusillus,Red-fronted-Tinkerbird,Pogoniulus_pusillus,Red-fronted-Tinkerbird,Pogoniulus_pusillus,PICIFORMES,resident,resident,0,456.059249505683
Pogoniulus_scolopaceus,Speckled-Tinkerbird,Pogoniulus_scolopaceus,Speckled-Tinkerbird,Pogoniulus_scolopaceus,PICIFORMES,resident,resident,0,537.334383740199
Pogoniulus_simplex,African-Green-tinkerbird,Pogoniulus_simplex,Eastern-Green-Tinkerbird,Pogoniulus_simplex,PICIFORMES,resident,resident,0,213.679555525427
Pogoniulus_subsulphureus,Yellow-throated-Tinkerbird,Pogoniulus_subsulphureus,Yellow-throated-Tinkerbird,Pogoniulus_subsulphureus,PICIFORMES,resident,resident,0,516.90776568928
Pogonocichla_stellata,White-starred-Robin,Pogonocichla_stellata,White-starred-Robin,Pogonocichla_stellata,PASSERIFORMES,resident,resident,0,470.282531819298
Poicephalus_crassus,Niam-niam-Parrot,Poicephalus_crassus,Niam-niam-Parrot,Poicephalus_crassus,PSITTACIFORMES,resident,resident,0,165.077396002749
